name,sku,barcode,category,supplier,qty,cost,price,brand,volume_ml,unit,parfumo_url,match_type,parfumo_url,match_type
My Way,TQM-73496,2000000000299,,,705,6050,12000,Armani,,Милллилитр,https://www.parfumo.com/Perfumes/Judith_Williams/My_Way,exact_name,https://www.parfumo.com/Perfumes/Judith_Williams/My_Way,exact_name
Rolling in Love,TSU-06751,2000000000282,,,890,6050,12000,Kilian,,Милллилитр,https://www.parfumo.com/Perfumes/Kilian/rolling-in-love,exact_brand_name,https://www.parfumo.com/Perfumes/Kilian/rolling-in-love,exact_brand_name
Divine Blossom,CMU-34679,2000000000275,,,750,4840,12000,HFC,,Милллилитр,https://www.parfumo.com/Perfumes/Haute_Fragrance_Company/divine-blossom,exact_name,https://www.parfumo.com/Perfumes/Haute_Fragrance_Company/divine-blossom,exact_name
Montabaco,AWW-75607,2000000000268,,,500,6050,12000,Ormondo Jayne,,Милллилитр,,,,
Afternoon Swim,VXT-21479,2000000000251,,,950,6050,12000,Louis Vuitton,,Милллилитр,https://www.parfumo.com/Perfumes/Louis_Vuitton/Afternoon_Swim,exact_brand_name,https://www.parfumo.com/Perfumes/Louis_Vuitton/Afternoon_Swim,exact_brand_name
Ombre Leather,RRG-36332,2000000000244,,,395,3630,12000,Tom Ford,,Милллилитр,https://www.parfumo.com/Perfumes/Tom_Ford/Ombre_Leather_16,fuzzy_brand_0.83,https://www.parfumo.com/Perfumes/Tom_Ford/Ombre_Leather_16,fuzzy_brand_0.83
Electric Cherry,AOU-50840,2000000000237,,,900,3630,12000,Tom Ford,,Милллилитр,https://www.parfumo.com/Perfumes/Tom_Ford/electric-cherry,exact_brand_name,https://www.parfumo.com/Perfumes/Tom_Ford/electric-cherry,exact_brand_name
Smoke Cherry,SAK-21965,2000000000220,,,670,3630,18000,Tom Ford,,Милллилитр,,,,
Lost Cherry,FTP-35831,2000000000213,,,630,6050,12000,Tom Ford,,Милллилитр,,,,
Good Girl Gone Bad,BNV-61379,2000000000206,,,530,6050,12000,Kilian,,Милллилитр,https://www.parfumo.com/Perfumes/Kilian/Good_girl_gone_Bad_Extreme,fuzzy_brand_0.82,https://www.parfumo.com/Perfumes/Kilian/Good_girl_gone_Bad_Extreme,fuzzy_brand_0.82
Baccarat Rouge 540,MKI-19617,2000000000190,,,465,6050,12000,Maison Francis Kurkdjian,,Милллилитр,,,,
N4 Apres l’Amour,NIU-79431,2000000000183,,,315,3630,12000,Thomas Kosmala,,Милллилитр,https://www.parfumo.com/Perfumes/Thomas_Kosmala/N_4__Apres_l_Amour,fuzzy_brand_0.88,https://www.parfumo.com/Perfumes/Thomas_Kosmala/N_4__Apres_l_Amour,fuzzy_brand_0.88
Oud Wood,RMU-58619,2000000000176,,,475,6050,12000,Tom Ford,,Милллилитр,https://www.parfumo.com/Perfumes/Duftanker_MGO_Duftmanufaktur/Oud_Wood,exact_name,https://www.parfumo.com/Perfumes/Duftanker_MGO_Duftmanufaktur/Oud_Wood,exact_name
Indian Venus,MDX-78537,2000000000169,,,665,6050,12000,HFC,,Милллилитр,https://www.parfumo.com/Perfumes/Haute_Fragrance_Company/Indian_Venus,exact_name,https://www.parfumo.com/Perfumes/Haute_Fragrance_Company/Indian_Venus,exact_name
Fahrenheit,OED-47878,2000000000152,,,480,3630,12000,Dior,,Милллилитр,https://www.parfumo.com/Perfumes/Alexandria_Fragrances/69-fahrenheit,exact_name,https://www.parfumo.com/Perfumes/Alexandria_Fragrances/69-fahrenheit,exact_name
Sauvage,DCL-90941,2000000000145,,,500,3630,12000,Dior,,Милллилитр,,,,
Musk Therapy,VFS-02865,2000000000138,,,440,3630,12000,INITIO,,Милллилитр,https://www.parfumo.com/Perfumes/Initio/musk-therapy,exact_brand_name,https://www.parfumo.com/Perfumes/Initio/musk-therapy,exact_brand_name
Rehab,ORR-31738,2000000000121,,,490,3630,12000,INITIO,,Милллилитр,https://www.parfumo.com/Perfumes/Initio/Rehab,exact_brand_name,https://www.parfumo.com/Perfumes/Initio/Rehab,exact_brand_name
Oud for Greatness,WVM-67460,2000000000114,,,500,3025,12000,INITIO,,Милллилитр,https://www.parfumo.com/Perfumes/Initio/Oud_for_Greatness,exact_brand_name,https://www.parfumo.com/Perfumes/Initio/Oud_for_Greatness,exact_brand_name
Hacivat,WXA-14468,2000000000107,,,700,2420,12000,NISHANE,,Милллилитр,https://www.parfumo.com/Perfumes/Nishane/Hacivat,exact_brand_name,https://www.parfumo.com/Perfumes/Nishane/Hacivat,exact_brand_name
Symphony,EAX-55136,2000000000091,,,480,6050,12000,Louis Vuitton,,Милллилитр,https://www.parfumo.com/Perfumes/Louis_Vuitton/symphony,exact_brand_name,https://www.parfumo.com/Perfumes/Louis_Vuitton/symphony,exact_brand_name
Imagination,NVP-53364,2000000000084,,,790,6050,12000,Louis Vuitton,,Милллилитр,https://www.parfumo.com/Perfumes/Louis_Vuitton/imagination,exact_brand_name,https://www.parfumo.com/Perfumes/Louis_Vuitton/imagination,exact_brand_name
Aventus Man,XLS-75438,2000000000077,,,722,6050,12000,Creed,,Милллилитр,,,,
California Dream,AHS-04953,2000000000060,,,615,6050,12000,Louis Vuitton,,Милллилитр,https://www.parfumo.com/Perfumes/Louis_Vuitton/california-dream,exact_brand_name,https://www.parfumo.com/Perfumes/Louis_Vuitton/california-dream,exact_brand_name
Limmensite,EWY-67856,2000000000053,,,447,6050,12000,Louis Vuitton,,Милллилитр,https://www.parfumo.com/Perfumes/Louis_Vuitton/L_Immensite,fuzzy_brand_0.90,https://www.parfumo.com/Perfumes/Louis_Vuitton/L_Immensite,fuzzy_brand_0.90
Attar Musc Kashmir,BID-31812,2000000000046,,,500,6050,12000,,,Милллилитр,,,,
Chanel blue,QIG-77879,2000000000039,Parfum,,89,6050,12000,Chanel,,Милллилитр,,,,
Tom ford lost cherry,WJG-14997,2000000000022,Parfum,,78,6050,12000,Tom Ford,,Милллилитр,,,,
